replicate_name	sample_name	read1	read2
251-2607_S61	251	251-2607_S61_R1_001.fastq.gz	251-2607_S61_R2_001.fastq.gz
252-2068-2_S94	252	252-2068-2_S94_R1_001.fastq.gz	252-2068-2_S94_R2_001.fastq.gz
252-2068-3_S93	252	252-2068-3_S93_R1_001.fastq.gz	252-2068-3_S93_R2_001.fastq.gz
252-2068_S94	252	252-2068_S94_R1_001.fastq.gz	252-2068_S94_R2_001.fastq.gz
252-F12_S71	252	252-F12_S71_R1_001.fastq.gz	252-F12_S71_R2_001.fastq.gz
253-2389_S69	253	253-2389_S69_R1_001.fastq.gz	253-2389_S69_R2_001.fastq.gz
253-2478_S69	253	253-2478_S69_R1_001.fastq.gz	253-2478_S69_R2_001.fastq.gz
253-F09-2537_S69	253	253-F09-2537_S69_R1_001.fastq.gz	253-F09-2537_S69_R2_001.fastq.gz
253-F09_S69	253	253-F09_S69_R1_001.fastq.gz	253-F09_S69_R2_001.fastq.gz
254-2383_S63	254	254-2383_S63_R1_001.fastq.gz	254-2383_S63_R2_001.fastq.gz
254-2536_S63	254	254-2536_S63_R1_001.fastq.gz	254-2536_S63_R2_001.fastq.gz
254-2543_S62	254	254-2543_S62_R1_001.fastq.gz	254-2543_S62_R2_001.fastq.gz
254-2607_S62	254	254-2607_S62_R1_001.fastq.gz	254-2607_S62_R2_001.fastq.gz
255-2383_S64	255	255-2383_S64_R1_001.fastq.gz	255-2383_S64_R2_001.fastq.gz
255-2536_S64	255	255-2536_S64_R1_001.fastq.gz	255-2536_S64_R2_001.fastq.gz
255-2543_S63	255	255-2543_S63_R1_001.fastq.gz	255-2543_S63_R2_001.fastq.gz
255-2607_S63	255	255-2607_S63_R1_001.fastq.gz	255-2607_S63_R2_001.fastq.gz
256-2389_S70	256	256-2389_S70_R1_001.fastq.gz	256-2389_S70_R2_001.fastq.gz
256-2478_S70	256	256-2478_S70_R1_001.fastq.gz	256-2478_S70_R2_001.fastq.gz
256-F10-2537_S70	256	256-F10-2537_S70_R1_001.fastq.gz	256-F10-2537_S70_R2_001.fastq.gz
256-F10_S70	256	256-F10_S70_R1_001.fastq.gz	256-F10_S70_R2_001.fastq.gz
258-2068-2_S7	258	258-2068-2_S7_R1_001.fastq.gz	258-2068-2_S7_R2_001.fastq.gz
258-2068-3_S7	258	258-2068-3_S7_R1_001.fastq.gz	258-2068-3_S7_R2_001.fastq.gz
258-2068_S7	258	258-2068_S7_R1_001.fastq.gz	258-2068_S7_R2_001.fastq.gz
258-G01_S72	258	258-G01_S72_R1_001.fastq.gz	258-G01_S72_R2_001.fastq.gz
259-2383_S65	259	259-2383_S65_R1_001.fastq.gz	259-2383_S65_R2_001.fastq.gz
259-2536_S65	259	259-2536_S65_R1_001.fastq.gz	259-2536_S65_R2_001.fastq.gz
259-2543_S64	259	259-2543_S64_R1_001.fastq.gz	259-2543_S64_R2_001.fastq.gz
260-2068-2_S15	260	260-2068-2_S15_R1_001.fastq.gz	260-2068-2_S15_R2_001.fastq.gz
260-2068-3_S15	260	260-2068-3_S15_R1_001.fastq.gz	260-2068-3_S15_R2_001.fastq.gz
260-2068_S15	260	260-2068_S15_R1_001.fastq.gz	260-2068_S15_R2_001.fastq.gz
260-G02_S73	260	260-G02_S73_R1_001.fastq.gz	260-G02_S73_R2_001.fastq.gz
261-2383_S66	261	261-2383_S66_R1_001.fastq.gz	261-2383_S66_R2_001.fastq.gz
261-2536_S66	261	261-2536_S66_R1_001.fastq.gz	261-2536_S66_R2_001.fastq.gz
261-2543_S65	261	261-2543_S65_R1_001.fastq.gz	261-2543_S65_R2_001.fastq.gz
261-2607_S64	261	261-2607_S64_R1_001.fastq.gz	261-2607_S64_R2_001.fastq.gz
262-2389_S71	262	262-2389_S71_R1_001.fastq.gz	262-2389_S71_R2_001.fastq.gz
262-2478_S71	262	262-2478_S71_R1_001.fastq.gz	262-2478_S71_R2_001.fastq.gz
262-F11-2537_S71	262	262-F11-2537_S71_R1_001.fastq.gz	262-F11-2537_S71_R2_001.fastq.gz
262-F11_S71	262	262-F11_S71_R1_001.fastq.gz	262-F11_S71_R2_001.fastq.gz
264-2383_S67	264	264-2383_S67_R1_001.fastq.gz	264-2383_S67_R2_001.fastq.gz
264-2536_S67	264	264-2536_S67_R1_001.fastq.gz	264-2536_S67_R2_001.fastq.gz
264-2543_S66	264	264-2543_S66_R1_001.fastq.gz	264-2543_S66_R2_001.fastq.gz
264-2607_S65	264	264-2607_S65_R1_001.fastq.gz	264-2607_S65_R2_001.fastq.gz
265-2383_S68	265	265-2383_S68_R1_001.fastq.gz	265-2383_S68_R2_001.fastq.gz
265-2536_S68	265	265-2536_S68_R1_001.fastq.gz	265-2536_S68_R2_001.fastq.gz
265-2543_S67	265	265-2543_S67_R1_001.fastq.gz	265-2543_S67_R2_001.fastq.gz
265-2607_S66	265	265-2607_S66_R1_001.fastq.gz	265-2607_S66_R2_001.fastq.gz
266-2383_S69	266	266-2383_S69_R1_001.fastq.gz	266-2383_S69_R2_001.fastq.gz
266-2536_S69	266	266-2536_S69_R1_001.fastq.gz	266-2536_S69_R2_001.fastq.gz
266-2543_S68	266	266-2543_S68_R1_001.fastq.gz	266-2543_S68_R2_001.fastq.gz
266-2607_S67	266	266-2607_S67_R1_001.fastq.gz	266-2607_S67_R2_001.fastq.gz
267-2389_S72	267	267-2389_S72_R1_001.fastq.gz	267-2389_S72_R2_001.fastq.gz
267-2478_S72	267	267-2478_S72_R1_001.fastq.gz	267-2478_S72_R2_001.fastq.gz
267-F12-2537_S72	267	267-F12-2537_S72_R1_001.fastq.gz	267-F12-2537_S72_R2_001.fastq.gz
267-F12_S72	267	267-F12_S72_R1_001.fastq.gz	267-F12_S72_R2_001.fastq.gz
269-2068-2_S23	269	269-2068-2_S23_R1_001.fastq.gz	269-2068-2_S23_R2_001.fastq.gz
269-2068-3_S23	269	269-2068-3_S23_R1_001.fastq.gz	269-2068-3_S23_R2_001.fastq.gz
269-2068_S23	269	269-2068_S23_R1_001.fastq.gz	269-2068_S23_R2_001.fastq.gz
269-G03_S74	269	269-G03_S74_R1_001.fastq.gz	269-G03_S74_R2_001.fastq.gz
27-2389_S13	27	27-2389_S13_R1_001.fastq.gz	27-2389_S13_R2_001.fastq.gz
27-2478_S13	27	27-2478_S13_R1_001.fastq.gz	27-2478_S13_R2_001.fastq.gz
27-B01-2537_S13	27	27-B01-2537_S13_R1_001.fastq.gz	27-B01-2537_S13_R2_001.fastq.gz
27-B01_S13	27	27-B01_S13_R1_001.fastq.gz	27-B01_S13_R2_001.fastq.gz
270-2068-2_S31	270	270-2068-2_S31_R1_001.fastq.gz	270-2068-2_S31_R2_001.fastq.gz
270-2068-3_S30	270	270-2068-3_S30_R1_001.fastq.gz	270-2068-3_S30_R2_001.fastq.gz
270-2068_S31	270	270-2068_S31_R1_001.fastq.gz	270-2068_S31_R2_001.fastq.gz
270-G04_S75	270	270-G04_S75_R1_001.fastq.gz	270-G04_S75_R2_001.fastq.gz
272-2383_S70	272	272-2383_S70_R1_001.fastq.gz	272-2383_S70_R2_001.fastq.gz
272-2536_S70	272	272-2536_S70_R1_001.fastq.gz	272-2536_S70_R2_001.fastq.gz
272-2543_S69	272	272-2543_S69_R1_001.fastq.gz	272-2543_S69_R2_001.fastq.gz
272-2607_S68	272	272-2607_S68_R1_001.fastq.gz	272-2607_S68_R2_001.fastq.gz
273-2389_S73	273	273-2389_S73_R1_001.fastq.gz	273-2389_S73_R2_001.fastq.gz
273-2478_S73	273	273-2478_S73_R1_001.fastq.gz	273-2478_S73_R2_001.fastq.gz
273-G01-2537_S73	273	273-G01-2537_S73_R1_001.fastq.gz	273-G01-2537_S73_R2_001.fastq.gz
273-G01_S73	273	273-G01_S73_R1_001.fastq.gz	273-G01_S73_R2_001.fastq.gz
275-2383_S71	275	275-2383_S71_R1_001.fastq.gz	275-2383_S71_R2_001.fastq.gz
275-2536_S71	275	275-2536_S71_R1_001.fastq.gz	275-2536_S71_R2_001.fastq.gz
275-2543_S70	275	275-2543_S70_R1_001.fastq.gz	275-2543_S70_R2_001.fastq.gz
275-2607_S69	275	275-2607_S69_R1_001.fastq.gz	275-2607_S69_R2_001.fastq.gz
276-2383_S72	276	276-2383_S72_R1_001.fastq.gz	276-2383_S72_R2_001.fastq.gz
276-2536_S72	276	276-2536_S72_R1_001.fastq.gz	276-2536_S72_R2_001.fastq.gz
276-2543_S71	276	276-2543_S71_R1_001.fastq.gz	276-2543_S71_R2_001.fastq.gz
276-2607_S70	276	276-2607_S70_R1_001.fastq.gz	276-2607_S70_R2_001.fastq.gz
277-2068-2_S39	277	277-2068-2_S39_R1_001.fastq.gz	277-2068-2_S39_R2_001.fastq.gz
277-2068-3_S38	277	277-2068-3_S38_R1_001.fastq.gz	277-2068-3_S38_R2_001.fastq.gz
277-2068_S39	277	277-2068_S39_R1_001.fastq.gz	277-2068_S39_R2_001.fastq.gz
277-G05_S76	277	277-G05_S76_R1_001.fastq.gz	277-G05_S76_R2_001.fastq.gz
278-2383_S73	278	278-2383_S73_R1_001.fastq.gz	278-2383_S73_R2_001.fastq.gz
278-2536_S73	278	278-2536_S73_R1_001.fastq.gz	278-2536_S73_R2_001.fastq.gz
278-2543_S72	278	278-2543_S72_R1_001.fastq.gz	278-2543_S72_R2_001.fastq.gz
278-2607_S71	278	278-2607_S71_R1_001.fastq.gz	278-2607_S71_R2_001.fastq.gz
28-2389_S14	28	28-2389_S14_R1_001.fastq.gz	28-2389_S14_R2_001.fastq.gz
28-2478_S14	28	28-2478_S14_R1_001.fastq.gz	28-2478_S14_R2_001.fastq.gz
28-B02-2537_S14	28	28-B02-2537_S14_R1_001.fastq.gz	28-B02-2537_S14_R2_001.fastq.gz
28-B02_S14	28	28-B02_S14_R1_001.fastq.gz	28-B02_S14_R2_001.fastq.gz
280-2068-2_S47	280	280-2068-2_S47_R1_001.fastq.gz	280-2068-2_S47_R2_001.fastq.gz
280-2068-3_S46	280	280-2068-3_S46_R1_001.fastq.gz	280-2068-3_S46_R2_001.fastq.gz
280-2068_S47	280	280-2068_S47_R1_001.fastq.gz	280-2068_S47_R2_001.fastq.gz
280-G06_S77	280	280-G06_S77_R1_001.fastq.gz	280-G06_S77_R2_001.fastq.gz
281-2389_S74	281	281-2389_S74_R1_001.fastq.gz	281-2389_S74_R2_001.fastq.gz
281-2478_S74	281	281-2478_S74_R1_001.fastq.gz	281-2478_S74_R2_001.fastq.gz
281-G02-2537_S74	281	281-G02-2537_S74_R1_001.fastq.gz	281-G02-2537_S74_R2_001.fastq.gz
281-G02_S74	281	281-G02_S74_R1_001.fastq.gz	281-G02_S74_R2_001.fastq.gz
282-2383_S74	282	282-2383_S74_R1_001.fastq.gz	282-2383_S74_R2_001.fastq.gz
282-2536_S74	282	282-2536_S74_R1_001.fastq.gz	282-2536_S74_R2_001.fastq.gz
282-2543_S73	282	282-2543_S73_R1_001.fastq.gz	282-2543_S73_R2_001.fastq.gz
282-2607_S72	282	282-2607_S72_R1_001.fastq.gz	282-2607_S72_R2_001.fastq.gz
283-2068-2_S55	283	283-2068-2_S55_R1_001.fastq.gz	283-2068-2_S55_R2_001.fastq.gz
283-2068-3_S54	283	283-2068-3_S54_R1_001.fastq.gz	283-2068-3_S54_R2_001.fastq.gz
283-2068_S55	283	283-2068_S55_R1_001.fastq.gz	283-2068_S55_R2_001.fastq.gz
283-G07_S78	283	283-G07_S78_R1_001.fastq.gz	283-G07_S78_R2_001.fastq.gz
284-2389_S75	284	284-2389_S75_R1_001.fastq.gz	284-2389_S75_R2_001.fastq.gz
284-2478_S75	284	284-2478_S75_R1_001.fastq.gz	284-2478_S75_R2_001.fastq.gz
284-G03-2537_S75	284	284-G03-2537_S75_R1_001.fastq.gz	284-G03-2537_S75_R2_001.fastq.gz
284-G03_S75	284	284-G03_S75_R1_001.fastq.gz	284-G03_S75_R2_001.fastq.gz
285-2068-2_S63	285	285-2068-2_S63_R1_001.fastq.gz	285-2068-2_S63_R2_001.fastq.gz
285-2068-3_S62	285	285-2068-3_S62_R1_001.fastq.gz	285-2068-3_S62_R2_001.fastq.gz
285-2068_S63	285	285-2068_S63_R1_001.fastq.gz	285-2068_S63_R2_001.fastq.gz
285-G08_S79	285	285-G08_S79_R1_001.fastq.gz	285-G08_S79_R2_001.fastq.gz
286-2389_S76	286	286-2389_S76_R1_001.fastq.gz	286-2389_S76_R2_001.fastq.gz
286-2478_S76	286	286-2478_S76_R1_001.fastq.gz	286-2478_S76_R2_001.fastq.gz
286-G04-2537_S76	286	286-G04-2537_S76_R1_001.fastq.gz	286-G04-2537_S76_R2_001.fastq.gz
286-G04_S76	286	286-G04_S76_R1_001.fastq.gz	286-G04_S76_R2_001.fastq.gz
287-2068-2_S71	287	287-2068-2_S71_R1_001.fastq.gz	287-2068-2_S71_R2_001.fastq.gz
287-2068-3_S70	287	287-2068-3_S70_R1_001.fastq.gz	287-2068-3_S70_R2_001.fastq.gz
287-2068_S71	287	287-2068_S71_R1_001.fastq.gz	287-2068_S71_R2_001.fastq.gz
287-G09_S80	287	287-G09_S80_R1_001.fastq.gz	287-G09_S80_R2_001.fastq.gz
288-2383_S75	288	288-2383_S75_R1_001.fastq.gz	288-2383_S75_R2_001.fastq.gz
288-2536_S75	288	288-2536_S75_R1_001.fastq.gz	288-2536_S75_R2_001.fastq.gz
288-2543_S74	288	288-2543_S74_R1_001.fastq.gz	288-2543_S74_R2_001.fastq.gz
288-2607_S73	288	288-2607_S73_R1_001.fastq.gz	288-2607_S73_R2_001.fastq.gz
289-2068-2_S79	289	289-2068-2_S79_R1_001.fastq.gz	289-2068-2_S79_R2_001.fastq.gz
289-2068-3_S78	289	289-2068-3_S78_R1_001.fastq.gz	289-2068-3_S78_R2_001.fastq.gz
289-2068_S79	289	289-2068_S79_R1_001.fastq.gz	289-2068_S79_R2_001.fastq.gz
289-G10_S81	289	289-G10_S81_R1_001.fastq.gz	289-G10_S81_R2_001.fastq.gz
290-2383_S76	290	290-2383_S76_R1_001.fastq.gz	290-2383_S76_R2_001.fastq.gz
290-2536_S76	290	290-2536_S76_R1_001.fastq.gz	290-2536_S76_R2_001.fastq.gz
290-2543_S75	290	290-2543_S75_R1_001.fastq.gz	290-2543_S75_R2_001.fastq.gz
290-2607_S74	290	290-2607_S74_R1_001.fastq.gz	290-2607_S74_R2_001.fastq.gz
291-2383_S77	291	291-2383_S77_R1_001.fastq.gz	291-2383_S77_R2_001.fastq.gz
291-2536_S77	291	291-2536_S77_R1_001.fastq.gz	291-2536_S77_R2_001.fastq.gz
291-2543_S76	291	291-2543_S76_R1_001.fastq.gz	291-2543_S76_R2_001.fastq.gz
291-2607_S75	291	291-2607_S75_R1_001.fastq.gz	291-2607_S75_R2_001.fastq.gz
293-2389_S77	293	293-2389_S77_R1_001.fastq.gz	293-2389_S77_R2_001.fastq.gz
293-2478_S77	293	293-2478_S77_R1_001.fastq.gz	293-2478_S77_R2_001.fastq.gz
293-G05-2537_S77	293	293-G05-2537_S77_R1_001.fastq.gz	293-G05-2537_S77_R2_001.fastq.gz
293-G05_S77	293	293-G05_S77_R1_001.fastq.gz	293-G05_S77_R2_001.fastq.gz
294-2389_S78	294	294-2389_S78_R1_001.fastq.gz	294-2389_S78_R2_001.fastq.gz
294-2478_S78	294	294-2478_S78_R1_001.fastq.gz	294-2478_S78_R2_001.fastq.gz
294-G06-2537_S78	294	294-G06-2537_S78_R1_001.fastq.gz	294-G06-2537_S78_R2_001.fastq.gz
294-G06_S78	294	294-G06_S78_R1_001.fastq.gz	294-G06_S78_R2_001.fastq.gz
295-2068-2_S87	295	295-2068-2_S87_R1_001.fastq.gz	295-2068-2_S87_R2_001.fastq.gz
295-2068-3_S86	295	295-2068-3_S86_R1_001.fastq.gz	295-2068-3_S86_R2_001.fastq.gz
295-2068_S87	295	295-2068_S87_R1_001.fastq.gz	295-2068_S87_R2_001.fastq.gz
295-G11_S82	295	295-G11_S82_R1_001.fastq.gz	295-G11_S82_R2_001.fastq.gz
296-2068-2_S95	296	296-2068-2_S95_R1_001.fastq.gz	296-2068-2_S95_R2_001.fastq.gz
296-2068-3_S94	296	296-2068-3_S94_R1_001.fastq.gz	296-2068-3_S94_R2_001.fastq.gz
296-2068_S95	296	296-2068_S95_R1_001.fastq.gz	296-2068_S95_R2_001.fastq.gz
296-G12_S83	296	296-G12_S83_R1_001.fastq.gz	296-G12_S83_R2_001.fastq.gz
297-2068-2_S8	297	297-2068-2_S8_R1_001.fastq.gz	297-2068-2_S8_R2_001.fastq.gz
297-2068-3_S8	297	297-2068-3_S8_R1_001.fastq.gz	297-2068-3_S8_R2_001.fastq.gz
297-2068_S8	297	297-2068_S8_R1_001.fastq.gz	297-2068_S8_R2_001.fastq.gz
297-H01_S84	297	297-H01_S84_R1_001.fastq.gz	297-H01_S84_R2_001.fastq.gz
298-2389_S79	298	298-2389_S79_R1_001.fastq.gz	298-2389_S79_R2_001.fastq.gz
298-2478_S79	298	298-2478_S79_R1_001.fastq.gz	298-2478_S79_R2_001.fastq.gz
298-G07-2537_S79	298	298-G07-2537_S79_R1_001.fastq.gz	298-G07-2537_S79_R2_001.fastq.gz
298-G07_S79	298	298-G07_S79_R1_001.fastq.gz	298-G07_S79_R2_001.fastq.gz
299-2068-2_S16	299	299-2068-2_S16_R1_001.fastq.gz	299-2068-2_S16_R2_001.fastq.gz
299-2068-3_S16	299	299-2068-3_S16_R1_001.fastq.gz	299-2068-3_S16_R2_001.fastq.gz
299-2068_S16	299	299-2068_S16_R1_001.fastq.gz	299-2068_S16_R2_001.fastq.gz
299-H02_S85	299	299-H02_S85_R1_001.fastq.gz	299-H02_S85_R2_001.fastq.gz
3-2383_S1	3	3-2383_S1_R1_001.fastq.gz	3-2383_S1_R2_001.fastq.gz
3-2536_S1	3	3-2536_S1_R1_001.fastq.gz	3-2536_S1_R2_001.fastq.gz
3-2543_S1	3	3-2543_S1_R1_001.fastq.gz	3-2543_S1_R2_001.fastq.gz
3-2607_S1	3	3-2607_S1_R1_001.fastq.gz	3-2607_S1_R2_001.fastq.gz
30-2068-2_S57	30	30-2068-2_S57_R1_001.fastq.gz	30-2068-2_S57_R2_001.fastq.gz
30-2068-3_S56	30	30-2068-3_S56_R1_001.fastq.gz	30-2068-3_S56_R2_001.fastq.gz
30-2068_S57	30	30-2068_S57_R1_001.fastq.gz	30-2068_S57_R2_001.fastq.gz
30-A08_S8	30	30-A08_S8_R1_001.fastq.gz	30-A08_S8_R2_001.fastq.gz
300-2068-2_S24	300	300-2068-2_S24_R1_001.fastq.gz	300-2068-2_S24_R2_001.fastq.gz
300-2068-3_S24	300	300-2068-3_S24_R1_001.fastq.gz	300-2068-3_S24_R2_001.fastq.gz
300-2068_S24	300	300-2068_S24_R1_001.fastq.gz	300-2068_S24_R2_001.fastq.gz
300-H03_S86	300	300-H03_S86_R1_001.fastq.gz	300-H03_S86_R2_001.fastq.gz
301-2068-2_S32	301	301-2068-2_S32_R1_001.fastq.gz	301-2068-2_S32_R2_001.fastq.gz
301-2068-3_S31	301	301-2068-3_S31_R1_001.fastq.gz	301-2068-3_S31_R2_001.fastq.gz
301-2068_S32	301	301-2068_S32_R1_001.fastq.gz	301-2068_S32_R2_001.fastq.gz
301-H04_S87	301	301-H04_S87_R1_001.fastq.gz	301-H04_S87_R2_001.fastq.gz
302-2389_S80	302	302-2389_S80_R1_001.fastq.gz	302-2389_S80_R2_001.fastq.gz
302-2478_S80	302	302-2478_S80_R1_001.fastq.gz	302-2478_S80_R2_001.fastq.gz
302-G08-2537_S80	302	302-G08-2537_S80_R1_001.fastq.gz	302-G08-2537_S80_R2_001.fastq.gz
302-G08_S80	302	302-G08_S80_R1_001.fastq.gz	302-G08_S80_R2_001.fastq.gz
304-2068-2_S40	304	304-2068-2_S40_R1_001.fastq.gz	304-2068-2_S40_R2_001.fastq.gz
304-2068-3_S39	304	304-2068-3_S39_R1_001.fastq.gz	304-2068-3_S39_R2_001.fastq.gz
304-2068_S40	304	304-2068_S40_R1_001.fastq.gz	304-2068_S40_R2_001.fastq.gz
304-H05_S88	304	304-H05_S88_R1_001.fastq.gz	304-H05_S88_R2_001.fastq.gz
307-2383_S78	307	307-2383_S78_R1_001.fastq.gz	307-2383_S78_R2_001.fastq.gz
307-2536_S78	307	307-2536_S78_R1_001.fastq.gz	307-2536_S78_R2_001.fastq.gz
307-2543_S77	307	307-2543_S77_R1_001.fastq.gz	307-2543_S77_R2_001.fastq.gz
307-2607_S76	307	307-2607_S76_R1_001.fastq.gz	307-2607_S76_R2_001.fastq.gz
308-2389_S81	308	308-2389_S81_R1_001.fastq.gz	308-2389_S81_R2_001.fastq.gz
308-2478_S81	308	308-2478_S81_R1_001.fastq.gz	308-2478_S81_R2_001.fastq.gz
308-G09-2537_S81	308	308-G09-2537_S81_R1_001.fastq.gz	308-G09-2537_S81_R2_001.fastq.gz
308-G09_S81	308	308-G09_S81_R1_001.fastq.gz	308-G09_S81_R2_001.fastq.gz
309-2068-2_S48	309	309-2068-2_S48_R1_001.fastq.gz	309-2068-2_S48_R2_001.fastq.gz
309-2068-3_S47	309	309-2068-3_S47_R1_001.fastq.gz	309-2068-3_S47_R2_001.fastq.gz
309-2068_S48	309	309-2068_S48_R1_001.fastq.gz	309-2068_S48_R2_001.fastq.gz
309-H06_S89	309	309-H06_S89_R1_001.fastq.gz	309-H06_S89_R2_001.fastq.gz
31-2383_S6	31	31-2383_S6_R1_001.fastq.gz	31-2383_S6_R2_001.fastq.gz
31-2536_S6	31	31-2536_S6_R1_001.fastq.gz	31-2536_S6_R2_001.fastq.gz
31-2543_S6	31	31-2543_S6_R1_001.fastq.gz	31-2543_S6_R2_001.fastq.gz
31-2607_S6	31	31-2607_S6_R1_001.fastq.gz	31-2607_S6_R2_001.fastq.gz
310-2389_S82	310	310-2389_S82_R1_001.fastq.gz	310-2389_S82_R2_001.fastq.gz
310-2478_S82	310	310-2478_S82_R1_001.fastq.gz	310-2478_S82_R2_001.fastq.gz
310-G10-2537_S82	310	310-G10-2537_S82_R1_001.fastq.gz	310-G10-2537_S82_R2_001.fastq.gz
310-G10_S82	310	310-G10_S82_R1_001.fastq.gz	310-G10_S82_R2_001.fastq.gz
311-2068-2_S56	311	311-2068-2_S56_R1_001.fastq.gz	311-2068-2_S56_R2_001.fastq.gz
311-2068-3_S55	311	311-2068-3_S55_R1_001.fastq.gz	311-2068-3_S55_R2_001.fastq.gz
311-2068_S56	311	311-2068_S56_R1_001.fastq.gz	311-2068_S56_R2_001.fastq.gz
311-H07_S90	311	311-H07_S90_R1_001.fastq.gz	311-H07_S90_R2_001.fastq.gz
312-2383_S79	312	312-2383_S79_R1_001.fastq.gz	312-2383_S79_R2_001.fastq.gz
312-2536_S79	312	312-2536_S79_R1_001.fastq.gz	312-2536_S79_R2_001.fastq.gz
312-2543_S78	312	312-2543_S78_R1_001.fastq.gz	312-2543_S78_R2_001.fastq.gz
312-2607_S77	312	312-2607_S77_R1_001.fastq.gz	312-2607_S77_R2_001.fastq.gz
313-2389_S83	313	313-2389_S83_R1_001.fastq.gz	313-2389_S83_R2_001.fastq.gz
313-2478_S83	313	313-2478_S83_R1_001.fastq.gz	313-2478_S83_R2_001.fastq.gz
313-G11-2537_S83	313	313-G11-2537_S83_R1_001.fastq.gz	313-G11-2537_S83_R2_001.fastq.gz
313-G11_S83	313	313-G11_S83_R1_001.fastq.gz	313-G11_S83_R2_001.fastq.gz
314-2068-2_S64	314	314-2068-2_S64_R1_001.fastq.gz	314-2068-2_S64_R2_001.fastq.gz
314-2068-3_S63	314	314-2068-3_S63_R1_001.fastq.gz	314-2068-3_S63_R2_001.fastq.gz
314-2068_S64	314	314-2068_S64_R1_001.fastq.gz	314-2068_S64_R2_001.fastq.gz
314-H08_S91	314	314-H08_S91_R1_001.fastq.gz	314-H08_S91_R2_001.fastq.gz
316-2389_S84	316	316-2389_S84_R1_001.fastq.gz	316-2389_S84_R2_001.fastq.gz
316-2478_S84	316	316-2478_S84_R1_001.fastq.gz	316-2478_S84_R2_001.fastq.gz
316-G12-2537_S84	316	316-G12-2537_S84_R1_001.fastq.gz	316-G12-2537_S84_R2_001.fastq.gz
316-G12_S84	316	316-G12_S84_R1_001.fastq.gz	316-G12_S84_R2_001.fastq.gz
317-2389_S85	317	317-2389_S85_R1_001.fastq.gz	317-2389_S85_R2_001.fastq.gz
317-2478_S85	317	317-2478_S85_R1_001.fastq.gz	317-2478_S85_R2_001.fastq.gz
317-H01-2537_S85	317	317-H01-2537_S85_R1_001.fastq.gz	317-H01-2537_S85_R2_001.fastq.gz
317-H01_S85	317	317-H01_S85_R1_001.fastq.gz	317-H01_S85_R2_001.fastq.gz
318-2383_S80	318	318-2383_S80_R1_001.fastq.gz	318-2383_S80_R2_001.fastq.gz
318-2536_S80	318	318-2536_S80_R1_001.fastq.gz	318-2536_S80_R2_001.fastq.gz
318-2543_S79	318	318-2543_S79_R1_001.fastq.gz	318-2543_S79_R2_001.fastq.gz
318-2607_S78	318	318-2607_S78_R1_001.fastq.gz	318-2607_S78_R2_001.fastq.gz
319-2383_S81	319	319-2383_S81_R1_001.fastq.gz	319-2383_S81_R2_001.fastq.gz
319-2536_S81	319	319-2536_S81_R1_001.fastq.gz	319-2536_S81_R2_001.fastq.gz
319-2543_S80	319	319-2543_S80_R1_001.fastq.gz	319-2543_S80_R2_001.fastq.gz
319-2607_S79	319	319-2607_S79_R1_001.fastq.gz	319-2607_S79_R2_001.fastq.gz
32-2068-2_S65	32	32-2068-2_S65_R1_001.fastq.gz	32-2068-2_S65_R2_001.fastq.gz
32-2068-3_S64	32	32-2068-3_S64_R1_001.fastq.gz	32-2068-3_S64_R2_001.fastq.gz
32-2068_S65	32	32-2068_S65_R1_001.fastq.gz	32-2068_S65_R2_001.fastq.gz
32-A09_S9	32	32-A09_S9_R1_001.fastq.gz	32-A09_S9_R2_001.fastq.gz
322-2389_S86	322	322-2389_S86_R1_001.fastq.gz	322-2389_S86_R2_001.fastq.gz
322-2478_S86	322	322-2478_S86_R1_001.fastq.gz	322-2478_S86_R2_001.fastq.gz
322-H02-2537_S86	322	322-H02-2537_S86_R1_001.fastq.gz	322-H02-2537_S86_R2_001.fastq.gz
322-H02_S86	322	322-H02_S86_R1_001.fastq.gz	322-H02_S86_R2_001.fastq.gz
323-2389_S87	323	323-2389_S87_R1_001.fastq.gz	323-2389_S87_R2_001.fastq.gz
323-2478_S87	323	323-2478_S87_R1_001.fastq.gz	323-2478_S87_R2_001.fastq.gz
323-H03-2537_S87	323	323-H03-2537_S87_R1_001.fastq.gz	323-H03-2537_S87_R2_001.fastq.gz
323-H03_S87	323	323-H03_S87_R1_001.fastq.gz	323-H03_S87_R2_001.fastq.gz
324-2389_S88	324	324-2389_S88_R1_001.fastq.gz	324-2389_S88_R2_001.fastq.gz
324-2478_S88	324	324-2478_S88_R1_001.fastq.gz	324-2478_S88_R2_001.fastq.gz
324-H04-2537_S88	324	324-H04-2537_S88_R1_001.fastq.gz	324-H04-2537_S88_R2_001.fastq.gz
324-H04_S88	324	324-H04_S88_R1_001.fastq.gz	324-H04_S88_R2_001.fastq.gz
325-2068-2_S72	325	325-2068-2_S72_R1_001.fastq.gz	325-2068-2_S72_R2_001.fastq.gz
325-2068-3_S71	325	325-2068-3_S71_R1_001.fastq.gz	325-2068-3_S71_R2_001.fastq.gz
325-2068_S72	325	325-2068_S72_R1_001.fastq.gz	325-2068_S72_R2_001.fastq.gz
325-H09_S92	325	325-H09_S92_R1_001.fastq.gz	325-H09_S92_R2_001.fastq.gz
326-2389_S89	326	326-2389_S89_R1_001.fastq.gz	326-2389_S89_R2_001.fastq.gz
